date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:11:46	17452/17452	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:46%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-dd584bfb.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-dd584bfb.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:46	30228/30228	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:46%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-9c4cf147.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-9c4cf147.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:47	97620/97620	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:46%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-7f426cd1.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-7f426cd1.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:47	100176/100176	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:47%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-93e3e9bb.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-93e3e9bb.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:47	14936/14936	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:47%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-707fdc78.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-707fdc78.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:48	8908/8908	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:48%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-f291989f.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-f291989f.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:48	7152/7152	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:48%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-847e9200.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-847e9200.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:49	4660/4660	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:49%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-a1e9f8dc.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-a1e9f8dc.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:49	6668/6668	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:49%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-a26ba202.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-a26ba202.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:50	26280/26280	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:49%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-e46bce5a.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-e46bce5a.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:50	28088/28088	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:50%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-d46eff7a.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-d46eff7a.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:50	4316/4316	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:50%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-7cc62c78.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-7cc62c78.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:51	9564/9564	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:51%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-1f1f2cc1.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-1f1f2cc1.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:51	7556/7556	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:51%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-1f3e1827.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-1f3e1827.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:51	4960/4960	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:51%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-2ca7f647.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-2ca7f647.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:52	7360/7360	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:52%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-0c089940.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-0c089940.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:52	27736/27736	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:52%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-dfa7f96c.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-dfa7f96c.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:53	30368/30368	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:53%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-b59b5fa8.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-b59b5fa8.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:53	4236/4236	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:53%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-e340c6ac.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-e340c6ac.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:53	9524/9524	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:53%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-501c1ca7.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-501c1ca7.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:54	7540/7540	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:54%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-0905216c.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-0905216c.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:54	4948/4948	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:54%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-b05cf4e1.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-b05cf4e1.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:55	7332/7332	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:55%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-c63e5ea8.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-c63e5ea8.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:55	27624/27624	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:55%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-10ef0fa0.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-10ef0fa0.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:56	30176/30176	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:55%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-d6085f2e.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-d6085f2e.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:56	4276/4276	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:56%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-20e1fe9e.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-20e1fe9e.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:56	9500/9500	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:56%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-3d473eff.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-3d473eff.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:57	7408/7408	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:57%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-79cc6914.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-79cc6914.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:58	4756/4756	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:58%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-39874444.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-39874444.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:58	7228/7228	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:58%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-b8b4c65d.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-b8b4c65d.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:59	26696/26696	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:58%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-0cdb6a6e.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-0cdb6a6e.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:59	29380/29380	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:59%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-1ef5587c.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-1ef5587c.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:11:59	4052/4052	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:59%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-d84988c3.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-d84988c3.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:00	20416/20416	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:11:59%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-33c72949.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-33c72949.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:00	18684/18684	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2003:12:00%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-e4265470.woff2	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/fonts/font-e4265470.woff2	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:01	64576/64576	---M--	200	added ('OK')	image/png	etag:%22cf_NLx3-Vo2HJpGbvy_Lhj8eYKHst4XXzeAOdi83RUDQ%22	https://glorious-task-766013-export-d98db.rehosted.page/assets/images/image-915b77a2.png?scale-down-to=512&width=1266&height=776	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/images/image-915b77a262c1.png	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:01	186720/186720	---M--	200	added ('OK')	image/png	etag:%22cf_NLx3-Vo2HJpGbvy_Lhj8eYKFSplJq1PTJdI3fhDDQ%22	https://glorious-task-766013-export-d98db.rehosted.page/assets/images/image-915b77a2.png?width=1266&height=776	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/images/image-915b77a20fa5.png	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:01	280492/280492	---M--	200	added ('OK')	image/png	etag:%22cf_NLx3-Vo2HJpGbvy_Lhj8eYKtG6KOZ0BkDJdc6LLDQ%22	https://glorious-task-766013-export-d98db.rehosted.page/assets/images/image-915b77a2.png?scale-down-to=1024&width=1266&height=776	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/images/image-915b77a2158b.png	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:01	126274/126274	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2003:12:01%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/about-me	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/about-me.html	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:02	16298/16298	---M--	200	added ('OK')	image/png	etag:%22cfuzQPxjZDZNz_zF5znMItnderHst4XXzeAOdi83RUDQ%22	https://glorious-task-766013-export-d98db.rehosted.page/assets/images/image-f5c61b7b.png?scale-down-to=512&width=720&height=450	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/images/image-f5c61b7ba661.png	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:02	17470/17470	---M--	200	added ('OK')	image/png	etag:%22cfuzQPxjZDZNz_zF5znMItnder6vKZAnc2p4N8e7V5DQ%22	https://glorious-task-766013-export-d98db.rehosted.page/assets/images/image-f5c61b7b.png?width=720&height=450	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/assets/images/image-f5c61b7b5f3d.png	(from https://glorious-task-766013-export-d98db.rehosted.page/)
00:12:02	125487/125487	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2003:12:02%20GMT	https://glorious-task-766013-export-d98db.rehosted.page/projects/amortization-bradesco	/Users/filipelima/websites/lima-site/glorious-task-766013-export-d98db.rehosted.page/projects/amortization-bradesco.html	(from https://glorious-task-766013-export-d98db.rehosted.page/)
